	T [K]	r	c [mol/kg]	k [mS/cm]
2973	313.15	0.141	0.201	4.759
2974	323.15	0.141	0.201	5.284
2975	333.15	0.141	0.201	5.818
2976	243.15	0.141	0.201	1.271
2977	253.15	0.141	0.201	1.698
2978	263.15	0.141	0.201	2.156
2979	273.15	0.141	0.201	2.61
2980	283.15	0.141	0.201	3.093
2981	293.15	0.141	0.201	3.617
2982	303.15	0.141	0.201	4.152
2983	313.15	0.141	0.201	4.694
2984	323.15	0.141	0.201	5.234
2985	333.15	0.141	0.201	5.792
2986	243.15	0.141	0.201	1.267
2987	253.15	0.141	0.201	1.695
2988	263.15	0.141	0.201	2.155
2989	273.15	0.141	0.201	2.618
2990	283.15	0.141	0.201	3.129
2991	293.15	0.141	0.201	3.66
2992	303.15	0.141	0.201	4.198
2993	313.15	0.141	0.201	4.759
2994	323.15	0.141	0.201	5.285
2995	333.15	0.141	0.201	5.809
2996	243.15	0.14	0.251	1.41
2997	253.15	0.14	0.251	1.888
2998	263.15	0.14	0.251	2.407
2999	273.15	0.14	0.251	2.929
3000	283.15	0.14	0.251	3.496
3001	293.15	0.14	0.251	4.103
3002	303.15	0.14	0.251	4.707
3003	313.15	0.14	0.251	5.325
3004	323.15	0.14	0.251	5.953
3005	333.15	0.14	0.251	6.542
3006	243.15	0.14	0.251	1.411
3007	253.15	0.14	0.251	1.889
3008	263.15	0.14	0.251	2.408
3009	273.15	0.14	0.251	2.935
3010	283.15	0.14	0.251	3.511
3011	293.15	0.14	0.251	4.113
3012	303.15	0.14	0.251	4.724
3013	313.15	0.14	0.251	5.347
3014	323.15	0.14	0.251	5.951
3015	333.15	0.14	0.251	6.551
3016	243.15	0.14	0.251	1.413
3017	253.15	0.14	0.251	1.894
3018	263.15	0.14	0.251	2.415
3019	273.15	0.14	0.251	2.939
3020	283.15	0.14	0.251	3.512
3021	293.15	0.14	0.251	4.11
3022	303.15	0.14	0.251	4.715
3023	313.15	0.14	0.251	5.336
3024	323.15	0.14	0.251	5.922
3025	333.15	0.14	0.251	6.502
3026	243.15	0.14	0.251	1.479
3027	253.15	0.14	0.251	1.99
3028	263.15	0.14	0.251	2.538
3029	273.15	0.14	0.251	3.104
3030	283.15	0.14	0.251	3.712
3031	293.15	0.14	0.251	4.354
3032	303.15	0.14	0.251	4.997
3033	313.15	0.14	0.251	5.66
3034	323.15	0.14	0.251	6.294
3035	333.15	0.14	0.251	6.943
3036	243.15	0.14	0.301	1.573
3037	253.15	0.14	0.301	2.129
3038	263.15	0.14	0.301	2.788
3039	273.15	0.14	0.301	3.35
3040	283.15	0.14	0.301	4.018
3041	293.15	0.14	0.301	4.692
3042	303.15	0.14	0.301	5.405
3043	313.15	0.14	0.301	6.312
3044	323.15	0.14	0.301	6.868
3045	333.15	0.14	0.301	7.553
3046	243.15	0.14	0.301	1.517
3047	253.15	0.14	0.301	2.043
3048	263.15	0.14	0.301	2.875
3049	273.15	0.14	0.301	3.179
3050	283.15	0.14	0.301	3.802
3051	293.15	0.14	0.301	4.471
3052	303.15	0.14	0.301	5.444
3053	313.15	0.14	0.301	5.839
3054	323.15	0.14	0.301	6.526
3055	333.15	0.14	0.301	7.346
3056	243.15	0.14	0.301	1.537
3057	253.15	0.14	0.301	2.078
3058	263.15	0.14	0.301	2.661
3059	273.15	0.14	0.301	3.245
3060	283.15	0.14	0.301	3.881
3061	293.15	0.14	0.301	4.532
3062	303.15	0.14	0.301	5.191
3063	313.15	0.14	0.301	5.862
3064	323.15	0.14	0.301	6.521
3065	333.15	0.14	0.301	7.21
3066	243.15	0.14	0.301	1.497
3067	253.15	0.14	0.301	2.024
3068	263.15	0.14	0.301	2.594
3069	273.15	0.14	0.301	3.178
3070	283.15	0.14	0.301	3.811
3071	293.15	0.14	0.301	4.477
3072	303.15	0.14	0.301	5.144
3073	313.15	0.14	0.301	5.828
3074	323.15	0.14	0.301	6.56
3075	333.15	0.14	0.301	7.246
3076	243.15	0.14	0.4	1.694
3077	253.15	0.14	0.4	2.281
3078	263.15	0.14	0.4	2.947
3079	273.15	0.14	0.4	3.608
3080	283.15	0.14	0.4	4.341
3081	293.15	0.14	0.4	5.122
3082	303.15	0.14	0.4	5.87
3083	313.15	0.14	0.4	6.677
3084	323.15	0.14	0.4	7.491
3085	333.15	0.14	0.4	8.42
3086	243.15	0.14	0.4	1.646
3087	253.15	0.14	0.4	2.246
3088	263.15	0.14	0.4	2.918
3089	273.15	0.14	0.4	3.598
3090	283.15	0.14	0.4	4.31
3091	293.15	0.14	0.4	5.072
3092	303.15	0.14	0.4	5.824
3093	313.15	0.14	0.4	6.616
3094	323.15	0.14	0.4	7.518
3095	333.15	0.14	0.4	8.343
3096	243.15	0.14	0.4	1.729
3097	253.15	0.14	0.4	2.377
3098	263.15	0.14	0.4	3.078
3099	273.15	0.14	0.4	3.836
3100	283.15	0.14	0.4	4.615
3101	293.15	0.14	0.4	5.433
3102	303.15	0.14	0.4	6.262
3103	313.15	0.14	0.4	7.111
3104	323.15	0.14	0.4	7.917
3105	333.15	0.14	0.4	8.739
3106	243.15	0.14	0.4	1.634
3107	253.15	0.14	0.4	2.233
3108	263.15	0.14	0.4	2.931
3109	273.15	0.14	0.4	3.558
3110	283.15	0.14	0.4	4.28
3111	293.15	0.14	0.4	5.051
3112	303.15	0.14	0.4	5.805
3113	313.15	0.14	0.4	6.579
3114	323.15	0.14	0.4	7.342
3115	333.15	0.14	0.4	8.159
3116	243.15	0.14	0.4	1.705
3117	253.15	0.14	0.4	2.337
3118	263.15	0.14	0.4	3.031
3119	273.15	0.14	0.4	3.742
3120	283.15	0.14	0.4	4.503
3121	293.15	0.14	0.4	5.291
3122	303.15	0.14	0.4	6.073
3123	313.15	0.14	0.4	6.886
3124	323.15	0.14	0.4	7.687
3125	333.15	0.14	0.4	8.546
3126	243.15	0.14	1.701	0.687
3127	253.15	0.14	1.701	1.314
3128	263.15	0.14	1.701	2.264
3129	273.15	0.14	1.701	3.364
3130	283.15	0.14	1.701	4.762
3131	293.15	0.14	1.701	6.45
3132	303.15	0.14	1.701	8.29
3133	313.15	0.14	1.701	10.338
3134	323.15	0.14	1.701	12.514
3135	333.15	0.14	1.701	14.207
3136	243.15	0.14	1.701	0.88
3137	253.15	0.14	1.701	1.581
3138	263.15	0.14	1.701	2.509
3139	273.15	0.14	1.701	3.6
3140	283.15	0.14	1.701	4.896
3141	293.15	0.14	1.701	6.36
3142	303.15	0.14	1.701	7.955
3143	313.15	0.14	1.701	9.622
3144	323.15	0.14	1.701	11.207
3145	333.15	0.14	1.701	12.887
3146	243.15	0.14	1.701	0.951
3147	253.15	0.14	1.701	1.67
3148	263.15	0.14	1.701	2.666
3149	273.15	0.14	1.701	3.784
3150	283.15	0.14	1.701	5.124
3151	293.15	0.14	1.701	6.649
3152	303.15	0.14	1.701	8.268
3153	313.15	0.14	1.701	9.994
3154	323.15	0.14	1.701	11.702
3155	333.15	0.14	1.701	13.384
3156	243.15	0.14	1.701	0.806
3157	253.15	0.14	1.701	1.483
3158	263.15	0.14	1.701	2.433
3159	273.15	0.14	1.701	3.539
3160	283.15	0.14	1.701	4.822
3161	293.15	0.14	1.701	6.41
3162	303.15	0.14	1.701	7.995
3163	313.15	0.14	1.701	9.777
3164	323.15	0.14	1.701	11.519
3165	333.15	0.14	1.701	13.197
3166	243.15	0.14	1.701	0.947
3167	253.15	0.14	1.701	1.68
3168	263.15	0.14	1.701	2.626
3169	273.15	0.14	1.701	3.742
3170	283.15	0.14	1.701	5.082
3171	293.15	0.14	1.701	6.616
3172	303.15	0.14	1.701	8.173
3173	313.15	0.14	1.701	9.735
3174	323.15	0.14	1.701	11.291
3175	333.15	0.14	1.701	12.941
3176	243.15	0.14	1.701	0.945
3177	253.15	0.14	1.701	1.668
3178	263.15	0.14	1.701	2.61
3179	273.15	0.14	1.701	3.703
3180	283.15	0.14	1.701	5.003
3181	293.15	0.14	1.701	6.525
3182	303.15	0.14	1.701	8.064
3183	313.15	0.14	1.701	9.622
3184	323.15	0.14	1.701	11.277
3185	333.15	0.14	1.701	12.994
3186	243.15	0.14	1.799	0.902
3187	253.15	0.14	1.799	1.594
3188	263.15	0.14	1.799	2.517
3189	273.15	0.14	1.799	3.573
3190	283.15	0.14	1.799	4.776
3191	293.15	0.14	1.799	6.251
3192	303.15	0.14	1.799	7.779
3193	313.15	0.14	1.799	9.369
3194	323.15	0.14	1.799	11.004
3195	333.15	0.14	1.799	12.674
3196	243.15	0.14	1.799	0.96
3197	253.15	0.14	1.799	1.687
3198	263.15	0.14	1.799	2.643
3199	273.15	0.14	1.799	3.761
3200	283.15	0.14	1.799	5.078
3201	293.15	0.14	1.799	6.578
3202	303.15	0.14	1.799	8.145
3203	313.15	0.14	1.799	9.765
3204	323.15	0.14	1.799	11.407
3205	333.15	0.14	1.799	13.125
3206	243.15	0.14	1.799	0.876
3207	253.15	0.14	1.799	1.746
3208	263.15	0.14	1.799	2.727
3209	273.15	0.14	1.799	3.871
3210	283.15	0.14	1.799	5.204
3211	293.15	0.14	1.799	6.694
3212	303.15	0.14	1.799	8.227
3213	313.15	0.14	1.799	9.824
3214	323.15	0.14	1.799	11.355
3215	333.15	0.14	1.799	13.025
3216	243.15	0.14	1.799	0.767
3217	253.15	0.14	1.799	1.422
3218	263.15	0.14	1.799	2.309
3219	273.15	0.14	1.799	3.359
3220	283.15	0.14	1.799	4.627
3221	293.15	0.14	1.799	6.067
3222	303.15	0.14	1.799	7.558
3223	313.15	0.14	1.799	9.136
3224	323.15	0.14	1.799	10.803
3225	333.15	0.14	1.799	12.501
3226	243.15	0.14	1.799	0.716
3227	253.15	0.14	1.799	1.496
3228	263.15	0.14	1.799	2.429
3229	273.15	0.14	1.799	3.533
3230	283.15	0.14	1.799	4.899
3231	293.15	0.14	1.799	6.461
3232	303.15	0.14	1.799	8.047
3233	313.15	0.14	1.799	9.621
3234	323.15	0.14	1.799	10.913
3235	333.15	0.14	1.799	12.484
3236	243.15	0.14	1.799	0.935
3237	253.15	0.14	1.799	1.614
3238	263.15	0.14	1.799	2.473
3239	273.15	0.14	1.799	3.486
3240	283.15	0.14	1.799	4.697
3241	293.15	0.14	1.799	6.136
3242	303.15	0.14	1.799	8.142
3243	313.15	0.14	1.799	10.044
3244	323.15	0.14	1.799	11.816
3245	333.15	0.14	1.799	13.572
3246	243.15	0.14	1.799	0.995
3247	253.15	0.14	1.799	1.671
3248	263.15	0.14	1.799	2.115
3249	273.15	0.14	1.799	3.355
3250	283.15	0.14	1.799	5.016
3251	293.15	0.14	1.799	6.614
3252	303.15	0.14	1.799	8.164
3253	313.15	0.14	1.799	9.778
3254	323.15	0.14	1.799	11.477
3255	333.15	0.14	1.799	13.336
3256	243.15	0.14	1.898	0.711
3257	253.15	0.14	1.898	1.173
3258	263.15	0.14	1.898	1.919
3259	273.15	0.14	1.898	2.776
3260	283.15	0.14	1.898	3.816
3261	293.15	0.14	1.898	4.982
3262	303.15	0.14	1.898	6.182
3263	313.15	0.14	1.898	7.55
3264	323.15	0.14	1.898	9.212
3265	333.15	0.14	1.898	11.343
3266	243.15	0.14	1.898	0.402
3267	253.15	0.14	1.898	0.869
3268	263.15	0.14	1.898	1.546
3269	273.15	0.14	1.898	2.376
3270	283.15	0.14	1.898	3.42
3271	293.15	0.14	1.898	4.711
3272	303.15	0.14	1.898	6.141
3273	313.15	0.14	1.898	7.785
3274	323.15	0.14	1.898	9.733
3275	333.15	0.14	1.898	11.81
3276	243.15	0.14	1.898	0.65
3277	253.15	0.14	1.898	1.263
3278	263.15	0.14	1.898	2.101
3279	273.15	0.14	1.898	3.065
3280	283.15	0.14	1.898	4.235
3281	293.15	0.14	1.898	5.613
3282	303.15	0.14	1.898	7.082
3283	313.15	0.14	1.898	8.741
3284	323.15	0.14	1.898	10.557
3285	333.15	0.14	1.898	12.772
3286	243.15	0.142	1.996	0.705
3287	253.15	0.142	1.996	1.327
3288	263.15	0.142	1.996	2.163
3289	273.15	0.142	1.996	3.135
3290	283.15	0.142	1.996	4.294
3291	293.15	0.142	1.996	5.466
3292	303.15	0.142	1.996	7.142
3293	313.15	0.142	1.996	8.819
3294	323.15	0.142	1.996	10.449
3295	333.15	0.142	1.996	12.053
3296	243.15	0.142	1.996	0.763
3297	253.15	0.142	1.996	1.411
3298	263.15	0.142	1.996	2.283
3299	273.15	0.142	1.996	3.296
3300	283.15	0.142	1.996	4.511
3301	293.15	0.142	1.996	5.933
3302	303.15	0.142	1.996	7.431
3303	313.15	0.142	1.996	9.042
3304	323.15	0.142	1.996	10.732
3305	333.15	0.142	1.996	12.368
3306	243.15	0.142	1.996	0.764
3307	253.15	0.142	1.996	1.422
3308	263.15	0.142	1.996	2.313
3309	273.15	0.142	1.996	3.351
3310	283.15	0.142	1.996	4.604
3311	293.15	0.142	1.996	6.082
3312	303.15	0.142	1.996	7.622
3313	313.15	0.142	1.996	9.237
3314	323.15	0.142	1.996	10.885
3315	333.15	0.142	1.996	12.565
3316	243.15	0.142	1.996	0.724
3317	253.15	0.142	1.996	1.359
3318	263.15	0.142	1.996	2.217
3319	273.15	0.142	1.996	3.216
3320	283.15	0.142	1.996	4.42
3321	293.15	0.142	1.996	5.829
3322	303.15	0.142	1.996	7.316
3323	313.15	0.142	1.996	8.892
3324	323.15	0.142	1.996	10.536
3325	333.15	0.142	1.996	12.178
3326	243.15	0.142	1.996	0.856
3327	253.15	0.142	1.996	1.543
3328	263.15	0.142	1.996	2.46
3329	273.15	0.142	1.996	3.529
3330	283.15	0.142	1.996	4.792
3331	293.15	0.142	1.996	6.224
3332	303.15	0.142	1.996	7.737
3333	313.15	0.142	1.996	9.38
3334	323.15	0.142	1.996	11.01
3335	333.15	0.142	1.996	12.687
3336	243.15	0.142	1.996	0.778
3337	253.15	0.142	1.996	1.439
3338	263.15	0.142	1.996	2.331
3339	273.15	0.142	1.996	3.369
3340	283.15	0.142	1.996	4.607
3341	293.15	0.142	1.996	6.044
3342	303.15	0.142	1.996	7.532
3343	313.15	0.142	1.996	9.105
3344	323.15	0.142	1.996	10.717
3345	333.15	0.142	1.996	12.388
3346	243.15	0.142	1.996	0.723
3347	253.15	0.142	1.996	1.357
3348	263.15	0.142	1.996	2.22
3349	273.15	0.142	1.996	3.233
3350	283.15	0.142	1.996	4.478
3351	293.15	0.142	1.996	5.936
3352	303.15	0.142	1.996	7.525
3353	313.15	0.142	1.996	9.115
3354	323.15	0.142	1.996	10.736
3355	333.15	0.142	1.996	12.49
3356	243.15	0.6	0.202	1.199
3357	253.15	0.6	0.202	1.591
3358	263.15	0.6	0.202	2.018
3359	273.15	0.6	0.202	2.451
3360	283.15	0.6	0.202	2.913
3361	293.15	0.6	0.202	3.401
3362	303.15	0.6	0.202	3.89
3363	313.15	0.6	0.202	4.396
3364	323.15	0.6	0.202	4.908
3365	333.15	0.6	0.202	5.437
3366	243.15	0.6	0.202	1.229
3367	253.15	0.6	0.202	1.632
3368	263.15	0.6	0.202	2.072
3369	273.15	0.6	0.202	2.515
3370	283.15	0.6	0.202	2.983
3371	293.15	0.6	0.202	3.478
3372	303.15	0.6	0.202	3.96
3373	313.15	0.6	0.202	4.465
3374	323.15	0.6	0.202	4.957
3375	333.15	0.6	0.202	5.465
3376	243.15	0.6	0.202	1.196
3377	253.15	0.6	0.202	1.584
3378	263.15	0.6	0.202	2.005
3379	273.15	0.6	0.202	2.428
3380	283.15	0.6	0.202	2.882
3381	293.15	0.6	0.202	3.361
3382	303.15	0.6	0.202	3.831
3383	313.15	0.6	0.202	4.325
3384	323.15	0.6	0.202	4.81
3385	333.15	0.6	0.202	5.296
3386	243.15	0.6	0.202	1.208
3387	253.15	0.6	0.202	1.605
3388	263.15	0.6	0.202	2.034
3389	273.15	0.6	0.202	2.462
3390	283.15	0.6	0.202	2.911
3391	293.15	0.6	0.202	3.367
3392	303.15	0.6	0.202	3.829
3393	313.15	0.6	0.202	4.309
3394	323.15	0.6	0.202	4.789
3395	333.15	0.6	0.202	5.274
3396	243.15	0.6	0.202	1.268
3397	253.15	0.6	0.202	1.687
3398	263.15	0.6	0.202	2.142
3399	273.15	0.6	0.202	2.603
3400	283.15	0.6	0.202	3.096
3401	293.15	0.6	0.202	3.612
3402	303.15	0.6	0.202	4.117
3403	313.15	0.6	0.202	4.656
3404	323.15	0.6	0.202	5.178
3405	333.15	0.6	0.202	5.704
3406	243.15	0.6	0.202	1.226
3407	253.15	0.6	0.202	1.63
3408	263.15	0.6	0.202	2.069
3409	273.15	0.6	0.202	2.51
3410	283.15	0.6	0.202	2.981
3411	293.15	0.6	0.202	3.478
3412	303.15	0.6	0.202	3.964
3413	313.15	0.6	0.202	4.46
3414	323.15	0.6	0.202	4.944
3415	333.15	0.6	0.202	5.437
3416	243.15	0.6	0.202	1.198
3417	253.15	0.6	0.202	1.591
3418	263.15	0.6	0.202	2.016
3419	273.15	0.6	0.202	2.442
3420	283.15	0.6	0.202	2.901
3421	293.15	0.6	0.202	3.384
3422	303.15	0.6	0.202	3.858
3423	313.15	0.6	0.202	4.349
3424	323.15	0.6	0.202	4.824
3425	333.15	0.6	0.202	5.31
3426	243.15	0.6	0.202	1.207
3427	253.15	0.6	0.202	1.61
3428	263.15	0.6	0.202	2.047
3429	273.15	0.6	0.202	2.484
3430	283.15	0.6	0.202	2.951
3431	293.15	0.6	0.202	3.444
3432	303.15	0.6	0.202	3.914
3433	313.15	0.6	0.202	4.363
3434	323.15	0.6	0.202	4.732
3435	333.15	0.6	0.202	5.2
3436	243.15	0.6	0.251	1.367
3437	253.15	0.6	0.251	1.825
3438	263.15	0.6	0.251	2.322
3439	273.15	0.6	0.251	2.822
3440	283.15	0.6	0.251	3.356
3441	293.15	0.6	0.251	3.928
3442	303.15	0.6	0.251	4.477
3443	313.15	0.6	0.251	5.058
3444	323.15	0.6	0.251	5.633
3445	333.15	0.6	0.251	6.218
3446	243.15	0.6	0.251	1.364
3447	253.15	0.6	0.251	1.82
3448	263.15	0.6	0.251	2.316
3449	273.15	0.6	0.251	2.814
3450	283.15	0.6	0.251	3.344
3451	293.15	0.6	0.251	3.911
3452	303.15	0.6	0.251	4.469
3453	313.15	0.6	0.251	5.047
3454	323.15	0.6	0.251	5.62
3455	333.15	0.6	0.251	6.192
3456	243.15	0.6	0.251	1.391
3457	253.15	0.6	0.251	1.861
3458	263.15	0.6	0.251	2.373
3459	273.15	0.6	0.251	2.892
3460	283.15	0.6	0.251	3.453
3461	293.15	0.6	0.251	4.044
3462	303.15	0.6	0.251	4.594
3463	313.15	0.6	0.251	5.163
3464	323.15	0.6	0.251	5.735
3465	333.15	0.6	0.251	6.294
3466	243.15	0.6	0.251	1.395
3467	253.15	0.6	0.251	1.866
3468	263.15	0.6	0.251	2.375
3469	273.15	0.6	0.251	2.887
3470	283.15	0.6	0.251	3.428
3471	293.15	0.6	0.251	3.993
3472	303.15	0.6	0.251	4.534
3473	313.15	0.6	0.251	5.09
3474	323.15	0.6	0.251	5.638
3475	333.15	0.6	0.251	6.215
3476	243.15	0.6	0.251	1.363
3477	253.15	0.6	0.251	1.823
3478	263.15	0.6	0.251	2.32
3479	273.15	0.6	0.251	2.814
3480	283.15	0.6	0.251	3.345
3481	293.15	0.6	0.251	3.909
3482	303.15	0.6	0.251	4.458
3483	313.15	0.6	0.251	5.033
3484	323.15	0.6	0.251	5.604
3485	333.15	0.6	0.251	6.178
3486	243.15	0.6	0.251	1.36
3487	253.15	0.6	0.251	1.818
3488	263.15	0.6	0.251	2.314
3489	273.15	0.6	0.251	2.814
3490	283.15	0.6	0.251	3.35
3491	293.15	0.6	0.251	3.905
3492	303.15	0.6	0.251	4.454
3493	313.15	0.6	0.251	5.029
3494	323.15	0.6	0.251	5.581
3495	333.15	0.6	0.251	6.125
3496	243.15	0.6	0.251	1.354
3497	253.15	0.6	0.251	1.811
3498	263.15	0.6	0.251	2.306
3499	273.15	0.6	0.251	2.805
3500	283.15	0.6	0.251	3.338
3501	293.15	0.6	0.251	3.906
3502	303.15	0.6	0.251	4.43
3503	313.15	0.6	0.251	4.962
3504	323.15	0.6	0.251	5.524
3505	333.15	0.6	0.251	6.112
3506	243.15	0.6	0.251	1.356
3507	253.15	0.6	0.251	1.815
3508	263.15	0.6	0.251	2.311
3509	273.15	0.6	0.251	2.806
3510	283.15	0.6	0.251	3.334
3511	293.15	0.6	0.251	3.9
3512	303.15	0.6	0.251	4.452
3513	313.15	0.6	0.251	5.033
3514	323.15	0.6	0.251	5.608
3515	333.15	0.6	0.251	6.186
3516	243.15	0.601	0.302	1.581
3517	253.15	0.601	0.302	2.131
3518	263.15	0.601	0.302	2.733
3519	273.15	0.601	0.302	3.34
3520	283.15	0.601	0.302	3.995
3521	293.15	0.601	0.302	4.688
3522	303.15	0.601	0.302	5.365
3523	313.15	0.601	0.302	6.063
3524	323.15	0.601	0.302	6.762
3525	333.15	0.601	0.302	7.446
3526	243.15	0.601	0.302	1.524
3527	253.15	0.601	0.302	2.062
3528	263.15	0.601	0.302	2.658
3529	273.15	0.601	0.302	3.265
3530	283.15	0.601	0.302	3.92
3531	293.15	0.601	0.302	4.615
3532	303.15	0.601	0.302	5.299
3533	313.15	0.601	0.302	5.974
3534	323.15	0.601	0.302	6.604
3535	333.15	0.601	0.302	7.266
3536	243.15	0.601	0.302	1.466
3537	253.15	0.601	0.302	1.967
3538	263.15	0.601	0.302	2.509
3539	273.15	0.601	0.302	3.056
3540	283.15	0.601	0.302	3.646
3541	293.15	0.601	0.302	4.262
3542	303.15	0.601	0.302	4.87
3543	313.15	0.601	0.302	5.494
3544	323.15	0.601	0.302	6.1
3545	333.15	0.601	0.302	6.707
3546	243.15	0.601	0.302	1.442
3547	253.15	0.601	0.302	1.936
3548	263.15	0.601	0.302	2.468
3549	273.15	0.601	0.302	3.009
3550	283.15	0.601	0.302	3.587
3551	293.15	0.601	0.302	4.201
3552	303.15	0.601	0.302	4.797
3553	313.15	0.601	0.302	5.419
3554	323.15	0.601	0.302	6.023
3555	333.15	0.601	0.302	6.622
3556	243.15	0.601	0.302	1.455
3557	253.15	0.601	0.302	1.951
3558	263.15	0.601	0.302	2.495
3559	273.15	0.601	0.302	3.044
3560	283.15	0.601	0.302	3.629
3561	293.15	0.601	0.302	4.243
3562	303.15	0.601	0.302	4.843
3563	313.15	0.601	0.302	5.47
3564	323.15	0.601	0.302	6.086
3565	333.15	0.601	0.302	6.707
3566	243.15	0.598	0.4	1.647
3567	253.15	0.598	0.4	2.227
3568	263.15	0.598	0.4	2.867
3569	273.15	0.598	0.4	3.528
3570	283.15	0.598	0.4	4.215
3571	293.15	0.598	0.4	4.949
3572	303.15	0.598	0.4	5.658
3573	313.15	0.598	0.4	6.399
3574	323.15	0.598	0.4	7.224
3575	333.15	0.598	0.4	8.117
3576	243.15	0.598	0.4	1.697
3577	253.15	0.598	0.4	2.303
3578	263.15	0.598	0.4	2.975
3579	273.15	0.598	0.4	3.662
3580	283.15	0.598	0.4	4.393
3581	293.15	0.598	0.4	5.154
3582	303.15	0.598	0.4	5.905
3583	313.15	0.598	0.4	6.682
3584	323.15	0.598	0.4	7.462
3585	333.15	0.598	0.4	8.202
3586	243.15	0.598	0.4	1.641
3587	253.15	0.598	0.4	2.221
3588	263.15	0.598	0.4	2.858
3589	273.15	0.598	0.4	3.507
3590	283.15	0.598	0.4	4.201
3591	293.15	0.598	0.4	4.944
3592	303.15	0.598	0.4	5.649
3593	313.15	0.598	0.4	6.379
3594	323.15	0.598	0.4	7.109
3595	333.15	0.598	0.4	7.845
3596	243.15	0.598	0.4	1.657
3597	253.15	0.598	0.4	2.25
3598	263.15	0.598	0.4	2.901
3599	273.15	0.598	0.4	3.573
3600	283.15	0.598	0.4	4.299
3601	293.15	0.598	0.4	5.044
3602	303.15	0.598	0.4	5.771
3603	313.15	0.598	0.4	6.54
3604	323.15	0.598	0.4	7.326
3605	333.15	0.598	0.4	8.123
3606	243.15	0.598	0.4	1.645
3607	253.15	0.598	0.4	2.232
3608	263.15	0.598	0.4	2.871
3609	273.15	0.598	0.4	3.517
3610	283.15	0.598	0.4	4.201
3611	293.15	0.598	0.4	4.946
3612	303.15	0.598	0.4	5.657
3613	313.15	0.598	0.4	6.403
3614	323.15	0.598	0.4	7.151
3615	333.15	0.598	0.4	7.936
3616	243.15	0.598	0.4	1.641
3617	253.15	0.598	0.4	2.22
3618	263.15	0.598	0.4	2.842
3619	273.15	0.598	0.4	3.479
3620	283.15	0.598	0.4	4.164
3621	293.15	0.598	0.4	4.891
3622	303.15	0.598	0.4	5.621
3623	313.15	0.598	0.4	6.371
3624	323.15	0.598	0.4	7.085
3625	333.15	0.598	0.4	7.761
